,Compound,Date,Hockey Team,Negative,Neutral,Positive,Text,Tweets Ago
1816,0.0,Mon Sep 05 16:15:18 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Thomas Hickey: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline,... https://t.co/cTJzpdgDPX",17
1817,0.0,Sun Sep 04 21:42:15 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Josh Bailey: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline, S... https://t.co/JD4k5LrzYA",18
1818,0.0,Sat Sep 03 18:24:28 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Shane Prince: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline, ... https://t.co/X8V3Tjc2jP",19
1819,0.0,Fri Sep 02 01:24:02 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Previews: Ryan Pulock: 2015-16 Season: Off the ice, the 2015-16 season was a trying one for Hamo... https://t.co/EkA8iS2KoX",20
1820,0.0,Tue Sep 20 22:29:10 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Isles Player Preview: Ryan Strome: 2015-16 Season: Ryan Strome’s season wasn’t exactly the follow-up he was h... https://t.co/PIKHqIxcPB,21
1821,0.4404,Tue Sep 20 15:40:55 +0000 2016,@NY_IslandersNHL,0.822,0.0,0.178,Strome Agrees To Two-Year Deal: The New York Islanders announced today that Ryan Strome has agreed to terms o... https://t.co/BlsNpEjUoC,22
1822,0.0,Mon Sep 19 22:04:09 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Casey Cizikas: 2015-16 Season: Casey Cizikas had a career-year last season, scoring 29 ... https://t.co/AhicjXvmEE",23
1823,0.0,Mon Sep 19 14:08:45 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Sparky Visits Mr. Met: With hockey season still a few weeks away, Sparky the Dragon is getting through the da... https://t.co/b5KGRzPP3b",24
1824,0.0,Mon Sep 19 00:49:30 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Isles Player Preview: Adam Pelech: 2015-16 Season: At the beginning of the year Calvin de Haan said he needed... https://t.co/XtlLAZAEpC,25
1825,0.0,Sat Sep 17 05:31:45 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,2016 World Cup of Hockey Preview:  https://t.co/MVbmfbBZj2,26
1826,0.0,Sat Sep 17 00:49:22 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Isles Player Preview: Calvin de Haan: 2015-16 Season: At the beginning of the year Calvin de Haan said he nee... https://t.co/xxD7sduCfK,27
1827,0.0,Fri Sep 16 05:46:30 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,2016 Islanders Rookie Camp Roster:  https://t.co/mL5uDh6BOW,28
1828,0.0,Wed Sep 14 21:35:44 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Isles Player Preview: Jaroslav Halak: 2015-16 Season: Injuries disrupted Jaroslav Halak’s second season with ... https://t.co/kUoCIFg4oa,29
1829,-0.2263,Tue Sep 13 23:45:13 +0000 2016,@NY_IslandersNHL,0.899,0.101,0.0,"Isles Player Preview: Eric Boulton: 2015-16 Season: Injuries limited Eric Boulton to six games last season, t... https://t.co/n1MbrpO5CJ",30
1830,-0.2732,Fri Sep 09 23:45:22 +0000 2016,@NY_IslandersNHL,0.905,0.095,0.0,"Islanders All-In at Poker Event: Two months from now they'll be battling on opposite sides of the puck,  is g... https://t.co/BunWVKSaWE",31
1831,0.0,Fri Sep 09 21:05:08 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Jason Chimera: 2015-16 Season: PA Parenteau had a bounce-back year last season, scoring... https://t.co/LX0w8Xl5vj",32
1832,0.0,Thu Sep 08 18:16:28 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,LIRR Increasing Trains For Islanders Regular Season: MTA Long Island Rail Road is revving up its train servic... https://t.co/xy6Q6SUF1x,33
1833,0.0,Wed Sep 07 22:22:02 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Andrew Ladd: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline, S... https://t.co/RYgaaqAIgi",34
1834,0.5267,Wed Sep 07 16:00:12 +0000 2016,@NY_IslandersNHL,0.848,0.0,0.152,"Islanders School Day: While they’re on the ice, the Islanders’ entire focus is on winning the hockey game. Bu... https://t.co/CwT51Snolu",35
1835,0.0,Tue Sep 06 21:30:21 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Isles Player Preview: Cal Clutterbuck: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadlin... https://t.co/QZ0kKTnwmN,36
1836,0.0,Mon Sep 05 16:15:18 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Thomas Hickey: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline,... https://t.co/cTJzpdgDPX",37
1837,0.0,Sun Sep 04 21:42:15 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Josh Bailey: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline, S... https://t.co/JD4k5LrzYA",38
1838,0.0,Sat Sep 03 18:24:28 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Preview: Shane Prince: 2015-16 Season: Acquired from the Ottawa Senators at the trade deadline, ... https://t.co/X8V3Tjc2jP",39
1839,0.0,Fri Sep 02 01:24:02 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Previews: Ryan Pulock: 2015-16 Season: Off the ice, the 2015-16 season was a trying one for Hamo... https://t.co/EkA8iS2KoX",40
1840,0.3612,Thu Sep 01 21:38:45 +0000 2016,@NY_IslandersNHL,0.884,0.0,0.116,"Halak, Greiss Ready For World Cup: Jaroslav Halak and Thomas Greiss were both at an informal skate Thursday a... https://t.co/R4vkwc88pt",41
1841,0.0,Wed Aug 31 22:50:57 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Isles Player Previews: Travis Hamonic: 2015-16 Season: Off the ice, the 2015-16 season was a trying one for H... https://t.co/gLQEEnAaXN",42
1842,0.0,Wed Aug 31 16:31:55 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Assists Come First For Mathew Barzal: Mathew Barzal understands why so many people consider him more of a pla... https://t.co/xZgqsbb7yO,43
1843,0.296,Tue Aug 30 21:29:09 +0000 2016,@NY_IslandersNHL,0.891,0.0,0.109,Islanders and Flyers Prospects To Face Off: The New York Islanders will host the Philadelphia Flyers for a pr... https://t.co/SoWI2wXLY7,44
1844,0.0,Fri Aug 26 16:24:37 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Islanders Name Lamoriello Director of Player Personnel: The New York Islanders announced today that Chris Lam... https://t.co/01NzngCLm7,45
1845,0.0,Thu Aug 25 18:31:00 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"10 Big Games In 2016-17: It’s been too long since we had Islanders hockey.

The season is still about two mon... https://t.co/kt2PD6nY2d",46
1846,0.7074,Tue Aug 23 23:48:36 +0000 2016,@NY_IslandersNHL,0.57,0.11,0.32,"Yes! Yes! Yes! in Rio: Moments after Katie Ledecky had shattered a world record at the Rio Olympics, and mome... https://t.co/CvubPKdCvw",47
1847,0.0,Mon Aug 22 21:36:18 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Practice schedule announced for World Cup teams: TEAM CANADA
Ottawa, Ontario

DATE, EVENT, LOCATION, TIME
Mon... https://t.co/mCYSVAB2Y0",48
1848,0.4588,Sun Aug 21 12:10:24 +0000 2016,@NY_IslandersNHL,0.833,0.0,0.167,"Top prospects for New York Islanders: After years of being mired at or near the bottom of the NHL standings, ... https://t.co/xUkKnzE8hR",49
1849,0.8779,Tue Aug 16 19:51:04 +0000 2016,@NY_IslandersNHL,0.581,0.0,0.419,Islanders Finding Inspiration in Olympic Champion: New York Islanders co-owner Jon Ledecky hopes his niece's ... https://t.co/vIN95Dxob5,50
1850,0.0,Mon Aug 15 18:20:23 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Catching Up With Travis Hamonic: We don’t get too many updates from Travis Hamonic during the offseason, as t... https://t.co/6CZBtID0QU",51
1851,0.0,Thu Aug 11 21:13:24 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Introducing: Brendan Burke: New York Islanders hockey has a new voice. 
Brendan Burke, formerly the radio voi... https://t.co/2Bz8HZIPvr",52
1852,0.0,Thu Aug 11 16:17:27 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,MSG Networks Names Brendan Burke As Islanders Play-By-Play Announcer: MSG Networks the television home of the... https://t.co/wClaj3gKvR,53
1853,0.1027,Thu Aug 11 14:17:59 +0000 2016,@NY_IslandersNHL,0.856,0.063,0.081,"Hamonic at Home in the Woods: After dealing with family concerns off the ice and playing a long, hard season ... https://t.co/P7BxCLRUTB",54
1854,0.296,Mon Aug 08 21:09:30 +0000 2016,@NY_IslandersNHL,0.901,0.0,0.099,Isles Prospects At Junior Evaluation Camp: Kieffer Bellows made a heck of a case to be on Team USA at the Wor... https://t.co/UwonmpMexc,55
1855,0.0,Fri Aug 05 15:13:58 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Cizikas Visits Children’s Hospital:  https://t.co/WfyPZmDlv6,56
1856,0.0,Thu Aug 04 22:38:20 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Living In America: Yuri Terao's Year In Iowa: To pursue his hockey career, Japanese star Yuri Terao traded in... https://t.co/fHoMabLDXL",57
1857,0.0,Thu Aug 04 17:11:14 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Catching Up With Josh Bailey: Josh Bailey is about to get a new linemate. 
The Islanders winger and his wife ... https://t.co/AYIA2Qk0pw",58
1858,0.0,Thu Aug 04 15:35:50 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,ESPN World Cup of Hockey 2016 schedule: ESPN networks will televise every game of the World Cup of Hockey 201... https://t.co/vhP6DXBwqt,59
1859,0.7739,Mon Aug 01 17:11:57 +0000 2016,@NY_IslandersNHL,0.728,0.0,0.272,"A Memorial Service to Celebrate the Life of Al Arbour: AL ARBOUR
November 1, 1932 - August 28, 2015

PLEASE J... https://t.co/61e5NFABnS",60
1860,0.0,Fri Jul 29 22:39:42 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Catching Up With Anders Lee: New York Islanders forward. Notre Dame grad. Fashion mogul. 
With his new clothi... https://t.co/yA1AsAnzB5",61
1861,0.0,Fri Jul 29 01:14:40 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Greiss and Boulton Visit Military Kids Hockey Camp:  https://t.co/qU1x6Wg6LQ,62
1862,0.0,Thu Jul 28 19:02:12 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Catching Up With Casey Cizikas: Casey Cizikas is here for the long haul after signing a five-year contract ex... https://t.co/zVgb8FhG8b,63
1863,-0.34,Wed Jul 27 04:27:24 +0000 2016,@NY_IslandersNHL,0.841,0.159,0.0,"John Tavares has no plans to leave Islanders: New York Islanders captain John Tavares, who can become an unre... https://t.co/OZlQTka3DT",64
1864,0.0,Mon Jul 25 18:30:41 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Catching Up With Shane Prince: Shane Prince doesn’t exactly understand the “off” in offseason. Whether he’s p... https://t.co/7oITvg5w6X,65
1865,0.2023,Fri Jul 22 21:29:56 +0000 2016,@NY_IslandersNHL,0.904,0.0,0.096,"New York Islanders - Boulton Agrees To One-Year Deal: BROOKLYN (July 22, 2017) – The New York Islanders annou... https://t.co/QRLKtPv5Pz",66
1866,0.5859,Thu Jul 21 21:14:07 +0000 2016,@NY_IslandersNHL,0.789,0.0,0.211,Islanders To Play Six Games On NBCSN: The New York Islanders will play six nationally-televised games on NBC ... https://t.co/WA9y9qTKWd,67
1867,0.3382,Fri Jul 15 21:11:57 +0000 2016,@NY_IslandersNHL,0.893,0.0,0.107,"Jr. Islanders Headed to China: The New York Islanders are going back to China!
 
Well, the New York Jr. Islan... https://t.co/flaVp246HZ",68
1868,0.2023,Wed Jul 13 21:37:08 +0000 2016,@NY_IslandersNHL,0.909,0.0,0.091,"Quine Agrees To Two-Year Deal: BROOKLYN (July 13, 2016) – The New York Islanders announced today that Alan Qu... https://t.co/Ruyleahy95",69
1869,0.2023,Tue Jul 12 20:53:01 +0000 2016,@NY_IslandersNHL,0.904,0.0,0.096,"Mayfield Agrees To Two-Year Deal: BROOKLYN (July 12, 2016) – The New York Islanders announced today that Scot... https://t.co/v5OLje9u2a",70
1870,0.296,Fri Jul 08 17:32:48 +0000 2016,@NY_IslandersNHL,0.885,0.0,0.115,Michael Dal Colle preparing for 'biggest offseason': New York Islanders prospect Michael Dal Colle has faced ... https://t.co/Binq0s0rWx,71
1871,0.2263,Thu Jul 07 17:56:04 +0000 2016,@NY_IslandersNHL,0.805,0.0,0.195,Carkner Announces Retirement: Defenseman Matt Carkner announced his retirement from playing professional hock... https://t.co/MgRX3Czgyl,72
1872,0.2023,Tue Jul 05 21:24:56 +0000 2016,@NY_IslandersNHL,0.899,0.0,0.101,Berube Agrees To One-Year Deal: The New York Islanders announced today that goaltender Jean-Francois Berube h... https://t.co/WF7djfj1Ch,73
1873,0.296,Tue Jul 05 19:58:10 +0000 2016,@NY_IslandersNHL,0.896,0.0,0.104,"6 Things From 2016 Mini Camp: Summer camp has come and gone for the New York Islanders’ prospects.

They arri... https://t.co/j4m9ANDLFq",74
1874,0.4767,Tue Jul 05 15:25:56 +0000 2016,@NY_IslandersNHL,0.814,0.0,0.186,Barzal Prepared To Take Next Step: New York Islanders prospect Mathew Barzal nearly made the NHL roster last ... https://t.co/w6KIAkr1b1,75
1875,0.5622,Sat Jul 02 22:58:26 +0000 2016,@NY_IslandersNHL,0.786,0.0,0.214,PARENTEAU AGREES TO ONE-YEAR DEAL: The New York Islanders have agreed to terms on a one-year deal with forwar... https://t.co/8ijEsAtbjX,76
1876,0.4404,Sat Jul 02 00:02:12 +0000 2016,@NY_IslandersNHL,0.822,0.0,0.178,"Ageless Chimera Wants To Help Isles Over the Hump: Jason Chimera has a hint of grey sprinkled into his beard,... https://t.co/sK9Ty7SUr7",77
1877,0.4404,Fri Jul 01 22:57:59 +0000 2016,@NY_IslandersNHL,0.822,0.0,0.178,Prince Agrees to Two-Year Deal: The New York Islanders announced today that Shane Prince has agreed to terms ... https://t.co/3LYoHL4T8E,78
1878,0.0,Fri Jul 01 21:50:28 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Jason Chimera Highlights:  https://t.co/AVHr83SLmd,79
1879,0.0,Fri Jul 01 14:21:42 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Statement From Islanders Ownership:  https://t.co/jNPGfeBUdX,80
1880,0.296,Thu Jun 30 03:26:20 +0000 2016,@NY_IslandersNHL,0.901,0.0,0.099,"Fans, Prospects Light Up Blue and White Scrimmage: In the midst of a hot, muggy week on Long Island, the ice-... https://t.co/CiGebWqCUK",81
1881,0.0,Wed Jun 29 22:32:27 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Blue and White Scrimmage Rosters:  https://t.co/BcUeShSDHe,82
1882,0.0,Tue Jun 28 23:33:22 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Sorokin Arrives At Islanders Mini Camp: Despite having first-round picks Kieffer Bellows, Anthony Beauvillier... https://t.co/wMBs5YLl4h",83
1883,0.0,Tue Jun 28 14:58:21 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,2016 Islanders Mini-Camp Roster:  https://t.co/DJi9d6IWm1,84
1884,0.0,Sat Jun 25 19:07:33 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Islanders 2016 Draft Pick Hockey Cards:  https://t.co/QzXpV2eQP6,85
1885,-0.4939,Sat Jun 25 07:37:05 +0000 2016,@NY_IslandersNHL,0.842,0.158,0.0,Islanders Feel They've Got A Steal In Bellows: Kieffer Bellows wasn’t supposed to be available for the Island... https://t.co/iXALeUFgfi,86
1886,0.0,Sat Jun 25 04:55:44 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Islanders Select Bellows: BUFFALO, NY (June 24, 2016) – The New York Islanders have selected Kieffer Bellows ... https://t.co/R2zic42yNS",87
1887,0.0,Sat Jun 25 02:15:38 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,2016 Draft Pick Profiles:  https://t.co/og8ZBpQWmQ,88
1888,0.3612,Thu Jun 23 23:26:43 +0000 2016,@NY_IslandersNHL,0.706,0.0,0.294,What It's Like To Be Drafted:  https://t.co/FdUm71jUDC,89
1889,0.0,Thu Jun 23 19:12:53 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,2016 Draft: Potential Islanders Picks:  https://t.co/h8uRqnmA3C,90
1890,0.0,Thu Jun 23 06:08:03 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"The Skinny on the Schedule: “The Skinny” … on the Schedule
 
By Eric Hornick
 
The NHL released the schedule ... https://t.co/ETHuw9ME2Y",91
1891,0.4588,Wed Jun 22 20:39:31 +0000 2016,@NY_IslandersNHL,0.864,0.0,0.136,"Tavares, Martin Up For NHL Awards: John Tavares is a nominee for the Hart Memorial Trophy, given to the leagu... https://t.co/ZD4jm2jVlD",92
1892,0.0,Tue Jun 21 16:22:37 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"The Skinny On Home Openers: The NHL announced each team's home opener today, and with that the first three Is... https://t.co/VrSfGZX3Sg",93
1893,0.4588,Tue Jun 21 14:56:17 +0000 2016,@NY_IslandersNHL,0.5,0.0,0.5,Top 2016 Draft Prospects: Europe:  https://t.co/D6ELL99RoR,94
1894,0.0,Mon Jun 20 16:18:39 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Islanders Announce Home Opener: The New York Islanders home-opener for the 2016-17 season will take place at ... https://t.co/rRI6ZcMbrt,95
1895,0.0,Mon Jun 20 15:12:56 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,Vote For Goal Of The Year:  https://t.co/bnuAr1xVlw,96
1896,0.0,Fri Jun 17 22:14:41 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"NHL Draft A Family Affair For Brent, Tage Thompson: The New York Islanders will add a few new members to the ... https://t.co/c08GyKjNSG",97
1897,0.4576,Fri Jun 17 16:20:59 +0000 2016,@NY_IslandersNHL,0.85,0.0,0.15,"Hockey Dad: Cal Clutterbuck: For Cal Clutterbuck, it took raising two kids to really appreciate everything hi... https://t.co/p2TbVaNpK3",98
1898,0.4588,Thu Jun 16 20:35:21 +0000 2016,@NY_IslandersNHL,0.556,0.0,0.444,Top 2016 Draft Prospects: North America:  https://t.co/Sz3s6Ww5FM,99
1899,0.0,Mon Jun 06 15:29:05 +0000 2016,@NY_IslandersNHL,1.0,0.0,0.0,"Ryan Pulock on the Rise: Ryan Pulock’s reputation preceded him coming into the NHL. 
He was known for his boo... https://t.co/QesYzNVuY6",100
1900,0.0,Mon Dec 03 19:36:00 +0000 2018,@Senators,1.0,0.0,0.0,Guy Boucher gives an update on his line-up before the team travels to Montreal. https://t.co/e3X4Hpzfx6,1
1901,0.908,Mon Dec 03 18:26:36 +0000 2018,@Senators,0.53,0.0,0.47,RT @Media_Sens: Congrats to both Jacob Bernard-Docker (defence) and @88Forms (forward) on their respective selections. Good luck! https://t…,2
1902,-0.1531,Mon Dec 03 17:17:52 +0000 2018,@Senators,0.935,0.065,0.0,“I knew it was going to be a game where adrenaline would take over… I just tried to be aggressive and go off your i… https://t.co/zlk2ggJ3zV,3
1903,0.0,Mon Dec 03 16:54:32 +0000 2018,@Senators,1.0,0.0,0.0,The coach confirms that Craig Anderson will start in goal tomorrow against the Canadiens. https://t.co/UKKBTk5Uq2,4
1904,0.0,Mon Dec 03 16:04:50 +0000 2018,@Senators,1.0,0.0,0.0,Skating at @CdnTireCtr this morning before heading to MTL. https://t.co/orqbix5dSC,5
1905,0.0,Mon Dec 03 15:11:48 +0000 2018,@Senators,1.0,0.0,0.0,@pinsky73 Absolutely. Here you go: https://t.co/F767j709jT,6
1906,0.6696,Sun Dec 02 22:33:04 +0000 2018,@Senators,0.766,0.0,0.234,"The #Sens and @cocacola_ca are teaming up to give you a chance to enjoy the newly renovated Coca-Cola Zone!
 
Reply… https://t.co/RZrBid3Y51",7
1907,0.34,Sun Dec 02 20:28:00 +0000 2018,@Senators,0.897,0.0,0.103,#Sens alum Chris Neil recently visited Powassan to spend some time on the ice with the #LittleSens Learn to Play pr… https://t.co/C09WpfxNBh,8
1908,0.6797,Sun Dec 02 16:23:00 +0000 2018,@Senators,0.787,0.0,0.213,McGoal! The #Sens scored first yesterday against the Sharks so you get a FREE @McDonaldsCanada medium fries today.… https://t.co/szttJuuj5w,9
1909,0.0,Sun Dec 02 15:17:00 +0000 2018,@Senators,1.0,0.0,0.0,Mikkel Boedker tallied 4 points yesterday against the Sharks and earns our @markmotorsott Performer of the Game Hon… https://t.co/VQjMuIt7AA,10
1910,0.0,Sun Dec 02 14:13:00 +0000 2018,@Senators,1.0,0.0,0.0,ICYMI: Boedker recorded 4 points against his former team yesterday afternoon and the #Sens downed the Sharks 6-2.… https://t.co/1gBwwqpFyK,11
1911,0.0,Sun Dec 02 01:13:28 +0000 2018,@Senators,1.0,0.0,0.0,Oh boy. ☠️ https://t.co/phqqFtRYKS,12
1912,0.0772,Sat Dec 01 22:34:23 +0000 2018,@Senators,0.76,0.114,0.125,"“It was a lot of fun out there today.”

Mikkel Boedker and other #Sens players speak to media after beating the San… https://t.co/SJ7dbinFk6",13
1913,0.5859,Sat Dec 01 22:11:57 +0000 2018,@Senators,0.787,0.0,0.213,Head coach Guy Boucher speaks to media following today’s 6-2 win over the Sharks. https://t.co/k4ej8ypIcM,14
1914,0.0,Sat Dec 01 21:24:00 +0000 2018,@Senators,1.0,0.0,0.0,😁 https://t.co/exvA4MRxzA,15
1915,0.0,Sat Dec 01 21:19:22 +0000 2018,@Senators,1.0,0.0,0.0,First ⭐️. https://t.co/jxKFEKIk7d,16
1916,0.7027,Sat Dec 01 20:48:44 +0000 2018,@Senators,0.293,0.0,0.707,#SENS WIN! https://t.co/XIuP7uloTV,17
1917,0.0,Sat Dec 01 20:47:21 +0000 2018,@Senators,1.0,0.0,0.0,RYAN! GETS IT BACK! 6-2 #SENS! https://t.co/QABXOHZdx5,18
1918,0.0,Sat Dec 01 20:45:15 +0000 2018,@Senators,1.0,0.0,0.0,Sharks score. #Sens lead now at 5-2.,19
1919,0.7717,Sat Dec 01 20:42:02 +0000 2018,@Senators,0.676,0.0,0.324,RT @JGPageau: Fun to watch #sens Congrats Big Smoothie on you first nhl goal @bharpur95 https://t.co/ec4mIqvUfq,20
1920,0.0,Mon Dec 03 19:36:00 +0000 2018,@Senators,1.0,0.0,0.0,Guy Boucher gives an update on his line-up before the team travels to Montreal. https://t.co/e3X4Hpzfx6,21
1921,0.908,Mon Dec 03 18:26:36 +0000 2018,@Senators,0.53,0.0,0.47,RT @Media_Sens: Congrats to both Jacob Bernard-Docker (defence) and @88Forms (forward) on their respective selections. Good luck! https://t…,22
1922,-0.1531,Mon Dec 03 17:17:52 +0000 2018,@Senators,0.935,0.065,0.0,“I knew it was going to be a game where adrenaline would take over… I just tried to be aggressive and go off your i… https://t.co/zlk2ggJ3zV,23
1923,0.0,Mon Dec 03 16:54:32 +0000 2018,@Senators,1.0,0.0,0.0,The coach confirms that Craig Anderson will start in goal tomorrow against the Canadiens. https://t.co/UKKBTk5Uq2,24
1924,0.0,Mon Dec 03 16:04:50 +0000 2018,@Senators,1.0,0.0,0.0,Skating at @CdnTireCtr this morning before heading to MTL. https://t.co/orqbix5dSC,25
1925,0.0,Mon Dec 03 15:11:48 +0000 2018,@Senators,1.0,0.0,0.0,@pinsky73 Absolutely. Here you go: https://t.co/F767j709jT,26
1926,0.6696,Sun Dec 02 22:33:04 +0000 2018,@Senators,0.766,0.0,0.234,"The #Sens and @cocacola_ca are teaming up to give you a chance to enjoy the newly renovated Coca-Cola Zone!
 
Reply… https://t.co/RZrBid3Y51",27
1927,0.34,Sun Dec 02 20:28:00 +0000 2018,@Senators,0.897,0.0,0.103,#Sens alum Chris Neil recently visited Powassan to spend some time on the ice with the #LittleSens Learn to Play pr… https://t.co/C09WpfxNBh,28
1928,0.6797,Sun Dec 02 16:23:00 +0000 2018,@Senators,0.787,0.0,0.213,McGoal! The #Sens scored first yesterday against the Sharks so you get a FREE @McDonaldsCanada medium fries today.… https://t.co/szttJuuj5w,29
1929,0.0,Sun Dec 02 15:17:00 +0000 2018,@Senators,1.0,0.0,0.0,Mikkel Boedker tallied 4 points yesterday against the Sharks and earns our @markmotorsott Performer of the Game Hon… https://t.co/VQjMuIt7AA,30
1930,0.0,Sun Dec 02 14:13:00 +0000 2018,@Senators,1.0,0.0,0.0,ICYMI: Boedker recorded 4 points against his former team yesterday afternoon and the #Sens downed the Sharks 6-2.… https://t.co/1gBwwqpFyK,31
1931,0.0,Sun Dec 02 01:13:28 +0000 2018,@Senators,1.0,0.0,0.0,Oh boy. ☠️ https://t.co/phqqFtRYKS,32
1932,0.0772,Sat Dec 01 22:34:23 +0000 2018,@Senators,0.76,0.114,0.125,"“It was a lot of fun out there today.”

Mikkel Boedker and other #Sens players speak to media after beating the San… https://t.co/SJ7dbinFk6",33
1933,0.5859,Sat Dec 01 22:11:57 +0000 2018,@Senators,0.787,0.0,0.213,Head coach Guy Boucher speaks to media following today’s 6-2 win over the Sharks. https://t.co/k4ej8ypIcM,34
1934,0.0,Sat Dec 01 21:24:00 +0000 2018,@Senators,1.0,0.0,0.0,😁 https://t.co/exvA4MRxzA,35
1935,0.0,Sat Dec 01 21:19:22 +0000 2018,@Senators,1.0,0.0,0.0,First ⭐️. https://t.co/jxKFEKIk7d,36
1936,0.7027,Sat Dec 01 20:48:44 +0000 2018,@Senators,0.293,0.0,0.707,#SENS WIN! https://t.co/XIuP7uloTV,37
1937,0.0,Sat Dec 01 20:47:21 +0000 2018,@Senators,1.0,0.0,0.0,RYAN! GETS IT BACK! 6-2 #SENS! https://t.co/QABXOHZdx5,38
1938,0.0,Sat Dec 01 20:45:15 +0000 2018,@Senators,1.0,0.0,0.0,Sharks score. #Sens lead now at 5-2.,39
1939,0.7717,Sat Dec 01 20:42:02 +0000 2018,@Senators,0.676,0.0,0.324,RT @JGPageau: Fun to watch #sens Congrats Big Smoothie on you first nhl goal @bharpur95 https://t.co/ec4mIqvUfq,40
1940,-0.5282,Sat Dec 01 20:40:20 +0000 2018,@Senators,0.672,0.328,0.0,PAAJARVI! INTO THE EMPTY NET! 5-1 #SENS! https://t.co/093DeiIGQ2,41
1941,0.0,Sat Dec 01 20:32:05 +0000 2018,@Senators,1.0,0.0,0.0,Stone makes it 4-1. #GoSensGo https://t.co/UREh1D1IHj,42
1942,-0.3182,Sat Dec 01 20:18:41 +0000 2018,@Senators,0.887,0.113,0.0,Stone KEEPS on the odd man rush and wires it past Jones to put the #Sens ahead 4-1. #GoSensGo,43
1943,0.6135,Sat Dec 01 20:17:21 +0000 2018,@Senators,0.599,0.0,0.401,STONE! POWER PLAY GOAL! 4-1 #SENS! https://t.co/9oZ4GXpxpJ,44
1944,0.0,Sat Dec 01 20:08:38 +0000 2018,@Senators,1.0,0.0,0.0,Third period time. #GoSensGo https://t.co/QAIfbQ8Vvj,45
1945,0.0,Sat Dec 01 19:50:21 +0000 2018,@Senators,1.0,0.0,0.0,After 40. #GoSensGo https://t.co/Rr3pNyi6Fu,46
